job_id	comparison	layer0	probe_pre	probe_mid	probe_post	increment_attention	increment_mlp	branch_attention	branch_mlp	scale_attention	scale_mlp	rounding_attention	rounding_mlp
J05-D01-upstream	minus-native	29	2.118000030517578	3.265336036682129	2.500612258911133	1.1473360061645508	-0.7647237777709961	1.3277615293244	-0.4857396390115286	-0.18043089529809264	-0.2789848359861802	5.372138243364688e-06	6.972267125870957e-07
J05-D01-upstream	minus-native	30	2.500612258911133	2.3017711639404297	2.1873435974121094	-0.19884109497070312	-0.11442756652832031	-0.09864580087941732	0.1611548630842996	-0.1001954800516639	-0.27557965881686575	1.8596037809626154e-07	-2.770795754392097e-06
J05-D01-upstream	minus-native	31	2.1873435974121094	2.0909957885742188	2.146134376525879	-0.09634780883789062	0.055138587951660156	-0.007133113046921491	0.23895482377620691	-0.08921868312354797	-0.18381536612999594	3.9873325788919445e-06	-8.696945508201992e-07
J05-D01-upstream	minus-native	32	2.146134376525879	3.85650634765625	3.498140335083008	1.710371971130371	-0.3583660125732422	1.842911180872966	-0.03946731692346628	-0.1325312405789678	-0.3189032338167669	-7.9691636269974e-06	4.538166990974979e-06
J05-D01-upstream	minus-native	33	3.498140335083008	3.364011764526367	2.8722305297851562	-0.13412857055664062	-0.49178123474121094	0.09741331073539972	-0.08560477859851973	-0.23154126086714133	-0.40617863930113307	-6.204248989005734e-07	2.183158441804167e-06
J05-D01-upstream	minus-native	34	2.8722305297851562	2.3264570236206055	2.386018753051758	-0.5457735061645508	0.059561729431152344	-0.10636500614835653	0.4216193736321743	-0.4394039423330336	-0.3620647965703423	-4.557683160433257e-06	7.1523693203623395e-06
J05-D01-upstream	minus-native	35	2.386018753051758	2.2452821731567383	5.024082183837891	-0.14073657989501953	2.7788000106811523	0.06388390805904856	0.33439513610514515	-0.2046178408440586	2.4443986737082177	-2.64711000957929e-06	6.200867789019071e-06
J05-D01-restore-L26-attention	minus-native	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J05-D01-restore-L26-attention	minus-native	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
